State,Well Name,Depth (m),Porosity (%),Permeability_h (md),Permeability_v (md),Lithology (major),Well Classification,Longitude,Latitude,Onshore/Offshore,Decision
Queensland,BMR Chinchilla 4,50.1,31.0,818.0,305.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,50.1,31.0,818.0,305.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,65.6,26.1,818.0,348.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,65.6,26.1,527.0,348.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,75.0,29.7,2327.0,3219.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,75.0,29.7,2327.0,3219.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,87.3,20.3,147.0,101.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,87.3,20.3,147.0,101.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,97.0,25.8,600.0,720.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,97.0,25.8,600.0,720.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,105.3,26.8,1305.0,236.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,105.3,26.8,1305.0,236.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,114.6,28.6,831.0,740.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,114.6,28.6,831.0,740.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,125.6,27.8,723.0,320.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,125.6,27.8,723.0,320.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,138.7,30.8,948.0,1062.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,138.7,30.8,948.0,1062.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,513.3,14.5,22.0,6.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,513.3,14.5,22.0,6.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,523.0,17.0,35.0,9.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,523.0,17.0,35.0,9.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,531.0,19.6,12.0,9.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,531.0,19.6,12.0,9.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,539.9,17.3,19.0,7.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,539.9,17.3,19.0,7.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,549.0,12.7,0.2,0.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,549.0,12.7,0.2,0.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,559.9,17.9,12.0,1.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,559.9,17.9,12.0,1.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,571.6,15.5,13.0,2.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,571.6,15.5,13.0,2.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,584.3,10.2,1.0,1.3,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,584.3,10.2,1.0,1.3,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,672.2,14.3,22.0,4.4,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,672.2,14.3,22.0,4.4,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,681.3,17.2,0.6,0.4,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,681.3,17.2,0.6,0.4,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,701.7,20.8,13.0,11.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,701.7,20.8,13.0,11.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,710.9,23.6,24.0,26.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,710.9,23.6,24.0,26.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,727.4,15.2,8.2,6.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,727.4,15.2,8.2,6.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,792.2,23.5,135.0,82.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,792.2,23.5,135.0,82.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,799.2,21.2,188.0,18.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,799.2,21.2,188.0,18.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,806.3,19.6,6662.0,673.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,806.5,19.6,6662.0,673.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,826.6,25.5,2181.0,1267.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,826.6,25.5,2181.0,1267.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,866.3,20.6,28.0,6.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,866.3,20.6,28.0,6.5,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,879.1,19.1,1.8,1.7,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,879.1,19.1,1.8,1.7,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,888.9,3.3,0.0,0.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,888.9,3.3,0.0,0.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,965.3,20.3,149.0,143.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,965.3,20.3,149.0,143.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Acceptable
Queensland,BMR Chinchilla 4,973.6,21.8,14.0,5.6,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,973.6,21.8,14.0,5.6,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,983.4,13.9,0.7,0.8,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,983.4,13.9,0.7,0.8,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,991.3,4.3,0.0,0.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,991.3,4.3,0.0,0.0,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
Queensland,BMR Chinchilla 4,1050.2,11.3,0.1,0.1,sandstone,Stratigraphic,150.4167,26.0667,Onshore,Non-Acceptable
